1 1.0106
2 1.4757
3 1.7835
4 2.1775
5 2.0433
6 2.2502
7 3.1558
8 1.9438
9 1.9198
10 2.1861
11 2.1618
12 2.4850
13 2.5003
14 2.3224
15 2.5219
16 2.4859
